mother	mother_year	mother_type	mother_date	mother_above_below	father	father_year	father_type	father_date	father_above_below	offspring_sample_id	offspring_year	offspring_type	offspring_date	assn_type	parent_type	geno_sex	offspring_sex
OtsAC16NSNT_2477	2016	outplant	NA	above	OtsAC16NSNT_2345	2016	outplant	NA	above	AC20NSNT_0296	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2477	2016	outplant	NA	above	OtsAC16NSNT_2645	2016	outplant	NA	above	OtsAC20NSNT_0476	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2479	2016	outplant	NA	above	OtsAC16NSNT_1359	2016	outplant	NA	above	OtsAC20NSNT_0463	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2479	2016	outplant	NA	above	OtsAC16NSNT_1359	2016	outplant	NA	above	OtsAC20NSNT_1312	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2479	2016	outplant	NA	above	OtsAC16NSNT_1359	2016	outplant	NA	above	OtsAC20NSNT_1399	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2479	2016	outplant	NA	above	OtsAC16NSNT_1359	2016	outplant	NA	above	OtsAC20NSNT_1622	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2486	2016	outplant	NA	above	OtsAC16NSNT_2308	2016	outplant	NA	above	OtsAC20NSNT_0897	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2487	2016	outplant	NA	above	OtsAC16NSNT_1873	2016	outplant	NA	above	OtsAC20NSNT_0406	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2487	2016	outplant	NA	above	OtsAC16NSNT_1873	2016	outplant	NA	above	OtsAC20NSNT_1139	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0681	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0742	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0769	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0804	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0890	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_0979	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1134	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1255	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1262	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1371	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1429	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1923	2016	outplant	NA	above	OtsAC20NSNT_1507	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2488	2016	outplant	NA	above	OtsAC16NSNT_1925	2016	outplant	NA	above	OtsAC20NSNT_1522	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	AC20NSNT_0166	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_0752	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_0933	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_1237	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_1493	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_1498	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2489	2016	outplant	NA	above	OtsAC16NSNT_2618	2016	outplant	NA	above	OtsAC20NSNT_1584	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2492	2016	outplant	NA	above	OtsAC16NSNT_2552	2016	outplant	NA	above	OtsAC20NSNT_0528	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2492	2016	outplant	NA	above	OtsAC16NSNT_2552	2016	outplant	NA	above	OtsAC20NSNT_0954	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2492	2016	outplant	NA	above	OtsAC16NSNT_2552	2016	outplant	NA	above	OtsAC20NSNT_1197	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2495	2016	outplant	NA	above	OtsAC16NSNT_1072	2016	outplant	NA	above	AC20NSNT_0088	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2495	2016	outplant	NA	above	OtsAC16NSNT_1336	2016	outplant	NA	above	AC20NSNT_0083	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2495	2016	outplant	NA	above	OtsAC16NSNT_1336	2016	outplant	NA	above	AC20NSNT_0356	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2272	2016	outplant	NA	above	AC20NSNT_0099	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2330	2016	outplant	NA	above	OtsAC19NSNT_0391	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2330	2016	outplant	NA	above	OtsAC19NSNT_0678	2019	reintro	2019-08-26	pair	outplant	M	M
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2330	2016	outplant	NA	above	AC20NSNT_0109	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2330	2016	outplant	NA	above	OtsAC20NSNT_0783	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2499	2016	outplant	NA	above	OtsAC16NSNT_2330	2016	outplant	NA	above	OtsAC20NSNT_0883	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2500	2016	outplant	NA	above	OtsAC16NSNT_2154	2016	outplant	NA	above	AC20NSNT_0159	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2500	2016	outplant	NA	above	OtsAC16NSNT_2154	2016	outplant	NA	above	AC20NSNT_0342	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2500	2016	outplant	NA	above	OtsAC16NSNT_2154	2016	outplant	NA	above	OtsAC20NSNT_0611	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2500	2016	outplant	NA	above	OtsAC16NSNT_2231	2016	outplant	NA	above	OtsAC20NSNT_0418	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2500	2016	outplant	NA	above	OtsAC16NSNT_2231	2016	outplant	NA	above	OtsAC20NSNT_0429	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2501	2016	outplant	NA	above	OtsAC16NSNT_2643	2016	outplant	NA	above	OtsAC20NSNT_0615	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2505	2016	outplant	NA	above	OtsAC16NSNT_2643	2016	outplant	NA	above	AC20NSNT_0366	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2506	2016	outplant	NA	above	OtsAC16NSNT_2900	2016	outplant	NA	above	OtsAC20NSNT_1467	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2507	2016	outplant	NA	above	OtsAC16NSNT_2377	2016	outplant	NA	above	AC20NSNT_0161	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2511	2016	outplant	NA	above	OtsAC16NSNT_2552	2016	outplant	NA	above	OtsAC20NSNT_1046	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2516	2016	outplant	NA	above	OtsAC16NSNT_2496	2016	outplant	NA	above	OtsAC20NSNT_0452	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2516	2016	outplant	NA	above	OtsAC16NSNT_2496	2016	outplant	NA	above	OtsAC20NSNT_1578	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2518	2016	outplant	NA	above	OtsAC16NSNT_2277	2016	outplant	NA	above	OtsAC20NSNT_1565	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2518	2016	outplant	NA	above	OtsAC16NSNT_2377	2016	outplant	NA	above	AC20NSNT_0179	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2518	2016	outplant	NA	above	OtsAC16NSNT_2377	2016	outplant	NA	above	OtsAC20NSNT_0819	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2518	2016	outplant	NA	above	OtsAC16NSNT_2377	2016	outplant	NA	above	OtsAC20NSNT_1057	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2519	2016	outplant	NA	above	OtsAC16NSNT_1710	2016	outplant	NA	above	OtsAC20NSNT_1402	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2520	2016	outplant	NA	above	OtsAC16NSNT_2449	2016	outplant	NA	above	OtsAC19NSNT_0677	2019	reintro	2019-07-31	pair	outplant	M	M
OtsAC16NSNT_2520	2016	outplant	NA	above	OtsAC16NSNT_2626	2016	outplant	NA	above	OtsAC20NSNT_1543	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2521	2016	outplant	NA	above	OtsAC16NSNT_2789	2016	outplant	NA	above	OtsAC20NSNT_0832	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2524	2016	outplant	NA	above	OtsAC16NSNT_1860	2016	outplant	NA	above	AC20NSNT_0327	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2526	2016	outplant	NA	above	OtsAC16NSNT_2577	2016	outplant	NA	above	AC20NSNT_0103	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2527	2016	outplant	NA	above	OtsAC16NSNT_2643	2016	outplant	NA	above	OtsAC20NSNT_0459	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2527	2016	outplant	NA	above	OtsAC16NSNT_2643	2016	outplant	NA	above	OtsAC20NSNT_0896	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2527	2016	outplant	NA	above	OtsAC16NSNT_2643	2016	outplant	NA	above	OtsAC20NSNT_1086	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2530	2016	outplant	NA	above	OtsAC16NSNT_2171	2016	outplant	NA	above	OtsAC20NSNT_1258	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2530	2016	outplant	NA	above	OtsAC16NSNT_2867	2016	outplant	NA	above	OtsAC20NSNT_1005	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2530	2016	outplant	NA	above	OtsAC16NSNT_2876	2016	outplant	NA	above	OtsAC20NSNT_1019	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2531	2016	outplant	NA	above	OtsAC16NSNT_2661	2016	outplant	NA	above	OtsAC19NSNT_0119	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC16NSNT_2531	2016	outplant	NA	above	OtsAC16NSNT_2661	2016	outplant	NA	above	OtsAC19NSNT_0318	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC16NSNT_2531	2016	outplant	NA	above	OtsAC16NSNT_2661	2016	outplant	NA	above	AC20NSNT_0314	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2533	2016	outplant	NA	above	OtsAC16NSNT_2467	2016	outplant	NA	above	OtsAC20NSNT_1227	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2533	2016	outplant	NA	above	OtsAC16NSNT_2833	2016	outplant	NA	above	OtsAC19NSNT_0069	2019	reintro	2019-06-15	pair	outplant	M	M
OtsAC16NSNT_2533	2016	outplant	NA	above	OtsAC16NSNT_2833	2016	outplant	NA	above	OtsAC20NSNT_0689	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2538	2016	outplant	NA	above	OtsAC16NSNT_2900	2016	outplant	NA	above	OtsAC20NSNT_1023	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2543	2016	outplant	NA	above	OtsAC16NSNT_2431	2016	outplant	NA	above	OtsAC20NSNT_1081	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2545	2016	outplant	NA	above	OtsAC16NSNT_1776	2016	outplant	NA	above	OtsAC20NSNT_1614	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2545	2016	outplant	NA	above	OtsAC16NSNT_1806	2016	outplant	NA	above	OtsAC20NSNT_1415	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_1341	2016	outplant	NA	above	AC20NSNT_0243	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_1341	2016	outplant	NA	above	OtsAC20NSNT_1165	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_1710	2016	outplant	NA	above	OtsAC20NSNT_0719	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_2145	2016	outplant	NA	above	OtsAC20NSNT_1186	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_2819	2016	outplant	NA	above	AC20NSNT_0320	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2548	2016	outplant	NA	above	OtsAC16NSNT_2819	2016	outplant	NA	above	OtsAC20NSNT_1229	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2550	2016	outplant	NA	above	OtsAC16NSNT_1728	2016	outplant	NA	above	OtsAC20NSNT_1183	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2553	2016	outplant	NA	above	OtsAC16NSNT_1785	2016	outplant	NA	above	OtsAC20NSNT_1131	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2271	2016	outplant	NA	above	OtsAC20NSNT_0706	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2271	2016	outplant	NA	above	OtsAC20NSNT_0808	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2271	2016	outplant	NA	above	OtsAC20NSNT_1327	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2908	2016	outplant	NA	above	OtsAC19NSNT_0482	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2908	2016	outplant	NA	above	OtsAC20NSNT_0977	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2908	2016	outplant	NA	above	OtsAC20NSNT_1167	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2908	2016	outplant	NA	above	OtsAC20NSNT_1472	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2554	2016	outplant	NA	above	OtsAC16NSNT_2908	2016	outplant	NA	above	OtsAC20NSNT_1553	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2445	2016	outplant	NA	above	OtsAC20NSNT_1379	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	AC20NSNT_0110	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	AC20NSNT_0285	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	AC20NSNT_0302	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	OtsAC20NSNT_0767	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	OtsAC20NSNT_0853	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	OtsAC16NSNT_2581	2016	outplant	NA	above	OtsAC20NSNT_1403	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2557	2016	outplant	NA	above	none	NA	NA	NA	NA	OtsAC20NSNT_0534	2020	reintro	NA	female_only	outplant	M	M
OtsAC16NSNT_2560	2016	outplant	NA	above	OtsAC16NSNT_2026	2016	outplant	NA	above	OtsAC20NSNT_0851	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2564	2016	outplant	NA	above	OtsAC16NSNT_2442	2016	outplant	NA	above	OtsAC19NSNT_0792	2019	reintro	2019-09-25	pair	outplant	M	M
OtsAC16NSNT_2564	2016	outplant	NA	above	OtsAC16NSNT_2442	2016	outplant	NA	above	AC20NSNT_0185	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2564	2016	outplant	NA	above	OtsAC16NSNT_2442	2016	outplant	NA	above	AC20NSNT_0230	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2564	2016	outplant	NA	above	OtsAC16NSNT_2442	2016	outplant	NA	above	OtsAC20NSNT_0705	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2564	2016	outplant	NA	above	OtsAC16NSNT_2442	2016	outplant	NA	above	OtsAC20NSNT_1242	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2565	2016	outplant	NA	above	OtsAC16NSNT_2592	2016	outplant	NA	above	OtsAC20NSNT_0584	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2573	2016	outplant	NA	above	OtsAC16NSNT_2661	2016	outplant	NA	above	OtsAC20NSNT_1021	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2574	2016	outplant	NA	above	OtsAC16NSNT_2894	2016	outplant	NA	above	OtsAC20NSNT_1357	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2575	2016	outplant	NA	above	OtsAC16NSNT_2297	2016	outplant	NA	above	OtsAC20NSNT_0537	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2575	2016	outplant	NA	above	OtsAC16NSNT_2388	2016	outplant	NA	above	OtsAC19NSNT_0535	2019	reintro	2019-07-15	pair	outplant	M	M
OtsAC16NSNT_2575	2016	outplant	NA	above	OtsAC16NSNT_2388	2016	outplant	NA	above	OtsAC20NSNT_1176	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2575	2016	outplant	NA	above	OtsAC16NSNT_2388	2016	outplant	NA	above	OtsAC20NSNT_1273	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2575	2016	outplant	NA	above	OtsAC16NSNT_2867	2016	outplant	NA	above	OtsAC20NSNT_0736	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2576	2016	outplant	NA	above	none	NA	NA	NA	NA	OtsAC20NSNT_1521	2020	reintro	NA	female_only	outplant	M	M
OtsAC16NSNT_2578	2016	outplant	NA	above	OtsAC16NSNT_2460	2016	outplant	NA	above	OtsAC20NSNT_1329	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2580	2016	outplant	NA	above	OtsAC16NSNT_2140	2016	outplant	NA	above	OtsAC20NSNT_0803	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2580	2016	outplant	NA	above	OtsAC16NSNT_2140	2016	outplant	NA	above	OtsAC20NSNT_0966	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2580	2016	outplant	NA	above	OtsAC16NSNT_2140	2016	outplant	NA	above	OtsAC20NSNT_0995	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2580	2016	outplant	NA	above	OtsAC16NSNT_2140	2016	outplant	NA	above	OtsAC20NSNT_1018	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2582	2016	outplant	NA	above	none	NA	NA	NA	NA	OtsAC20NSNT_0396	2020	reintro	NA	female_only	outplant	F	F
OtsAC16NSNT_2584	2016	outplant	NA	above	OtsAC16NSNT_2283	2016	outplant	NA	above	OtsAC20NSNT_0596	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2585	2016	outplant	NA	above	OtsAC16NSNT_1341	2016	outplant	NA	above	OtsAC20NSNT_0539	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2585	2016	outplant	NA	above	OtsAC16NSNT_1341	2016	outplant	NA	above	OtsAC20NSNT_0671	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2585	2016	outplant	NA	above	OtsAC16NSNT_2626	2016	outplant	NA	above	OtsAC20NSNT_1141	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2588	2016	outplant	NA	above	OtsAC16NSNT_2272	2016	outplant	NA	above	OtsAC19NSNT_0295	2019	reintro	2019-06-30	pair	outplant	M	M
OtsAC16NSNT_2588	2016	outplant	NA	above	OtsAC16NSNT_2870	2016	outplant	NA	above	OtsAC19NSNT_0618	2019	reintro	2019-07-31	pair	outplant	M	M
OtsAC16NSNT_2588	2016	outplant	NA	above	OtsAC16NSNT_2870	2016	outplant	NA	above	OtsAC20NSNT_1597	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2590	2016	outplant	NA	above	OtsAC16NSNT_2513	2016	outplant	NA	above	OtsAC20NSNT_0577	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2597	2016	outplant	NA	above	OtsAC16NSNT_1124	2016	outplant	NA	above	OtsAC20NSNT_0446	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2597	2016	outplant	NA	above	OtsAC16NSNT_1278	2016	outplant	NA	above	OtsAC20NSNT_1263	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2597	2016	outplant	NA	above	OtsAC16NSNT_1359	2016	outplant	NA	above	OtsAC20NSNT_0900	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2597	2016	outplant	NA	above	OtsAC16NSNT_2054	2016	outplant	NA	above	OtsAC20NSNT_0639	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2597	2016	outplant	NA	above	OtsAC16NSNT_2137	2016	outplant	NA	above	AC20NSNT_0227	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2597	2016	outplant	NA	above	none	NA	NA	NA	NA	AC20NSNT_0009	2020	reintro	NA	female_only	outplant	M	M
OtsAC16NSNT_2600	2016	outplant	NA	above	OtsAC16NSNT_1865	2016	outplant	NA	above	OtsAC20NSNT_0632	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2600	2016	outplant	NA	above	OtsAC16NSNT_1865	2016	outplant	NA	above	OtsAC20NSNT_1116	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2600	2016	outplant	NA	above	OtsAC16NSNT_1865	2016	outplant	NA	above	OtsAC20NSNT_1475	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2600	2016	outplant	NA	above	OtsAC16NSNT_1884	2016	outplant	NA	above	OtsAC20NSNT_0993	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2600	2016	outplant	NA	above	none	NA	NA	NA	NA	OtsAC20NSNT_0912	2020	reintro	NA	female_only	outplant	M	M
OtsAC16NSNT_2603	2016	outplant	NA	above	OtsAC16NSNT_1836	2016	outplant	NA	above	AC20NSNT_0196	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2603	2016	outplant	NA	above	OtsAC16NSNT_2171	2016	outplant	NA	above	AC20NSNT_0293	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2603	2016	outplant	NA	above	OtsAC16NSNT_2171	2016	outplant	NA	above	OtsAC20NSNT_1065	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2603	2016	outplant	NA	above	OtsAC16NSNT_2770	2016	outplant	NA	above	OtsAC20NSNT_1161	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2603	2016	outplant	NA	above	OtsAC16NSNT_2770	2016	outplant	NA	above	OtsAC20NSNT_1494	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2610	2016	outplant	NA	above	OtsAC16NSNT_1728	2016	outplant	NA	above	AC20NSNT_0105	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2610	2016	outplant	NA	above	OtsAC16NSNT_1770	2016	outplant	NA	above	AC20NSNT_0132	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2610	2016	outplant	NA	above	OtsAC16NSNT_1770	2016	outplant	NA	above	OtsAC20NSNT_0959	2020	reintro	NA	pair	outplant	F	F
OtsAC16NSNT_2610	2016	outplant	NA	above	OtsAC16NSNT_1770	2016	outplant	NA	above	OtsAC20NSNT_1130	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2610	2016	outplant	NA	above	OtsAC16NSNT_1770	2016	outplant	NA	above	OtsAC20NSNT_1537	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2611	2016	outplant	NA	above	OtsAC16NSNT_2173	2016	outplant	NA	above	OtsAC20NSNT_0951	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2611	2016	outplant	NA	above	OtsAC16NSNT_2231	2016	outplant	NA	above	AC20NSNT_0331	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2611	2016	outplant	NA	above	OtsAC16NSNT_2231	2016	outplant	NA	above	OtsAC20NSNT_0594	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2611	2016	outplant	NA	above	none	NA	NA	NA	NA	OtsAC20NSNT_1271	2020	reintro	NA	female_only	outplant	M	M
OtsAC16NSNT_2612	2016	outplant	NA	above	OtsAC16NSNT_2313	2016	outplant	NA	above	OtsAC20NSNT_0684	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2612	2016	outplant	NA	above	OtsAC16NSNT_2856	2016	outplant	NA	above	OtsAC20NSNT_0891	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2617	2016	outplant	NA	above	OtsAC16NSNT_1864	2016	outplant	NA	above	AC20NSNT_0022	2020	reintro	NA	pair	outplant	M	M
OtsAC16NSNT_2617	2016	outplant	NA	above	OtsAC16NSNT_1864	2016	outplant	NA	above	OtsAC20NSNT_0411	2020	reintro	NA	pair	outplant	M	M
