offspring_sample_id	mother	father
OtsAC20NSNT_1338	OtsAC16NSNT_2706	OtsAC16NSNT_2819
OtsAC20NSNT_1591	OtsAC16NSNT_2711	OtsAC16NSNT_2599
OtsAC20NSNT_0582	OtsAC16NSNT_2723	OtsAC16NSNT_2626
OtsAC20NSNT_1175	OtsAC16NSNT_2723	OtsAC16NSNT_2626
OtsAC20NSNT_0440	OtsAC16NSNT_2726	OtsAC16NSNT_1860
OtsAC20NSNT_0664	OtsAC16NSNT_2726	OtsAC16NSNT_1860
OtsAC20NSNT_0688	OtsAC16NSNT_2726	OtsAC16NSNT_2161
OtsAC20NSNT_1158	OtsAC16NSNT_2727	OtsAC16NSNT_2442
OtsAC20NSNT_1007	OtsAC16NSNT_2727	OtsAC16NSNT_2493
AC20NSNT_0017	OtsAC16NSNT_2729	OtsAC16NSNT_2581
AC20NSNT_0007	OtsAC16NSNT_2729	OtsAC16NSNT_2583
OtsAC20NSNT_1500	OtsAC16NSNT_2729	OtsAC16NSNT_2715
OtsAC20NSNT_1013	OtsAC16NSNT_2730	OtsAC16NSNT_1970
OtsAC20NSNT_1600	OtsAC16NSNT_2730	OtsAC16NSNT_1970
OtsAC20NSNT_1535	OtsAC16NSNT_2730	OtsAC16NSNT_2379
OtsAC20NSNT_0876	OtsAC16NSNT_2731	OtsAC16NSNT_2847
OtsAC20NSNT_1276	OtsAC16NSNT_2731	OtsAC16NSNT_2847
OtsAC19NSNT_0688	OtsAC16NSNT_2739	OtsAC16NSNT_2467
AC20NSNT_0291	OtsAC16NSNT_2739	OtsAC16NSNT_2467
OtsAC20NSNT_1083	OtsAC16NSNT_2739	OtsAC16NSNT_2467
OtsAC20NSNT_1582	OtsAC16NSNT_2739	OtsAC16NSNT_2467
OtsAC20NSNT_0628	OtsAC16NSNT_2739	OtsAC16NSNT_2833
OtsAC20NSNT_0506	OtsAC16NSNT_2739	OtsAC16NSNT_2864
AC20NSNT_0210	OtsAC16NSNT_2744	OtsAC16NSNT_1784
AC20NSNT_0298	OtsAC16NSNT_2744	OtsAC16NSNT_1784
OtsAC20NSNT_0730	OtsAC16NSNT_2744	OtsAC16NSNT_1784
OtsAC20NSNT_1121	OtsAC16NSNT_2744	OtsAC16NSNT_1784
OtsAC20NSNT_1245	OtsAC16NSNT_2744	OtsAC16NSNT_1784
OtsAC20NSNT_1377	OtsAC16NSNT_2744	OtsAC16NSNT_1784
AC20NSNT_0201	OtsAC16NSNT_2744	OtsAC16NSNT_2404
OtsAC20NSNT_1041	OtsAC16NSNT_2744	OtsAC16NSNT_2404
OtsAC20NSNT_1061	OtsAC16NSNT_2746	OtsAC16NSNT_2777
AC20NSNT_0282	OtsAC16NSNT_2748	OtsAC16NSNT_2626
OtsAC20NSNT_1556	OtsAC16NSNT_2749	OtsAC16NSNT_2308
OtsAC20NSNT_0470	OtsAC16NSNT_2749	OtsAC16NSNT_2568
OtsAC20NSNT_0811	OtsAC16NSNT_2749	OtsAC16NSNT_2568
OtsAC20NSNT_1496	OtsAC16NSNT_2749	OtsAC16NSNT_2568
OtsAC20NSNT_1054	OtsAC16NSNT_2749	OtsAC16NSNT_2606
OtsAC20NSNT_1395	OtsAC16NSNT_2753	OtsAC16NSNT_1902
AC20NSNT_0026	OtsAC16NSNT_2757	OtsAC16NSNT_2297
OtsAC20NSNT_0619	OtsAC16NSNT_2757	OtsAC16NSNT_2297
OtsAC20NSNT_1076	OtsAC16NSNT_2759	OtsAC16NSNT_1112
OtsAC20NSNT_1508	OtsAC16NSNT_2759	OtsAC16NSNT_1112
OtsAC19NSNT_0668	OtsAC16NSNT_2759	OtsAC16NSNT_1708
OtsAC20NSNT_1526	OtsAC16NSNT_2763	OtsAC16NSNT_2620
OtsAC20NSNT_1491	OtsAC16NSNT_2769	OtsAC16NSNT_2011
OtsAC20NSNT_0480	OtsAC16NSNT_2771	OtsAC16NSNT_2423
OtsAC20NSNT_0571	OtsAC16NSNT_2771	OtsAC16NSNT_2423
OtsAC20NSNT_0646	OtsAC16NSNT_2771	OtsAC16NSNT_2431
OtsAC20NSNT_0696	OtsAC16NSNT_2771	OtsAC16NSNT_2431
OtsAC20NSNT_0845	OtsAC16NSNT_2771	OtsAC16NSNT_2431
OtsAC20NSNT_0964	OtsAC16NSNT_2771	OtsAC16NSNT_2431
OtsAC20NSNT_0999	OtsAC16NSNT_2771	OtsAC16NSNT_2431
OtsAC20NSNT_1348	OtsAC16NSNT_2778	OtsAC16NSNT_1923
OtsAC20NSNT_0489	OtsAC16NSNT_2781	OtsAC16NSNT_2715
OtsAC20NSNT_1533	OtsAC16NSNT_2781	OtsAC16NSNT_2715
OtsAC20NSNT_1587	OtsAC16NSNT_2781	OtsAC16NSNT_2715
AC20NSNT_0265	OtsAC16NSNT_2784	OtsAC16NSNT_1359
OtsAC20NSNT_0771	OtsAC16NSNT_2785	OtsAC16NSNT_2908
OtsAC20NSNT_1564	OtsAC16NSNT_2785	OtsAC16NSNT_2908
AC20NSNT_0100	OtsAC16NSNT_2792	OtsAC16NSNT_2307
OtsAC20NSNT_0524	OtsAC16NSNT_2792	OtsAC16NSNT_2307
OtsAC20NSNT_0789	OtsAC16NSNT_2792	OtsAC16NSNT_2307
OtsAC20NSNT_1388	OtsAC16NSNT_2792	OtsAC16NSNT_2307
OtsAC20NSNT_1325	OtsAC16NSNT_2796	OtsAC16NSNT_1722
OtsAC19NSNT_0626	OtsAC16NSNT_2796	OtsAC16NSNT_1961
AC20NSNT_0220	OtsAC16NSNT_2796	OtsAC16NSNT_1961
OtsAC20NSNT_1358	OtsAC16NSNT_2796	OtsAC16NSNT_1961
OtsAC20NSNT_0716	OtsAC16NSNT_2800	OtsAC16NSNT_1819
OtsAC20NSNT_1328	OtsAC16NSNT_2800	OtsAC16NSNT_1819
OtsAC20NSNT_1567	OtsAC16NSNT_2800	OtsAC16NSNT_1819
OtsAC20NSNT_1427	OtsAC16NSNT_2804	OtsAC16NSNT_2307
OtsAC20NSNT_0957	OtsAC16NSNT_2805	OtsAC16NSNT_1923
OtsAC20NSNT_1094	OtsAC16NSNT_2805	OtsAC16NSNT_1925
AC20NSNT_0255	OtsAC16NSNT_2807	OtsAC16NSNT_1714
OtsAC20NSNT_0984	OtsAC16NSNT_2807	OtsAC16NSNT_1714
OtsAC20NSNT_1416	OtsAC16NSNT_2807	OtsAC16NSNT_1714
AC20NSNT_0019	OtsAC16NSNT_2809	OtsAC16NSNT_1819
AC20NSNT_0253	OtsAC16NSNT_2809	OtsAC16NSNT_1819
OtsAC20NSNT_0945	OtsAC16NSNT_2809	OtsAC16NSNT_1819
OtsAC20NSNT_1333	OtsAC16NSNT_2809	OtsAC16NSNT_1819
OtsAC20NSNT_1592	OtsAC16NSNT_2818	OtsAC16NSNT_1784
OtsAC20NSNT_1464	OtsAC16NSNT_2851	OtsAC16NSNT_2037
OtsAC19NSNT_0621	OtsAC16NSNT_2851	OtsAC16NSNT_2330
OtsAC20NSNT_0610	OtsAC16NSNT_2851	OtsAC16NSNT_2330
AC20NSNT_0225	OtsAC16NSNT_2854	OtsAC16NSNT_1770
AC20NSNT_0248	OtsAC16NSNT_2854	OtsAC16NSNT_1770
OtsAC20NSNT_1004	OtsAC16NSNT_2855	OtsAC16NSNT_2340
OtsAC20NSNT_1087	OtsAC16NSNT_2855	OtsAC16NSNT_2340
AC20NSNT_0191	OtsAC16NSNT_2861	OtsAC16NSNT_2871
OtsAC20NSNT_1256	OtsAC16NSNT_2861	OtsAC16NSNT_2871
OtsAC20NSNT_1238	OtsAC16NSNT_2861	OtsAC16NSNT_2877
OtsAC19NSNT_0554	OtsAC16NSNT_2862	OtsAC16NSNT_2330
AC20NSNT_0301	OtsAC16NSNT_2862	OtsAC16NSNT_2330
OtsAC20NSNT_0701	OtsAC16NSNT_2875	OtsAC16NSNT_1923
OtsAC20NSNT_1179	OtsAC16NSNT_2881	OtsAC16NSNT_2577
OtsAC20NSNT_1448	OtsAC16NSNT_2883	OtsAC16NSNT_2647
OtsAC20NSNT_0867	OtsAC16NSNT_2887	OtsAC16NSNT_2672
OtsAC20NSNT_1594	OtsAC16NSNT_2890	OtsAC16NSNT_2209
OtsAC20NSNT_0745	OtsAC16NSNT_2890	OtsAC16NSNT_2876
OtsAC20NSNT_1038	OtsAC16NSNT_2890	OtsAC16NSNT_2876
OtsAC20NSNT_1064	OtsAC16NSNT_2890	OtsAC16NSNT_2876
OtsAC20NSNT_0722	OtsAC16NSNT_2901	OtsAC16NSNT_2330
OtsAC20NSNT_0765	OtsAC16NSNT_2901	OtsAC16NSNT_2330
OtsAC20NSNT_0868	OtsAC16NSNT_2901	OtsAC16NSNT_2330
OtsAC20NSNT_1048	OtsAC16NSNT_2901	OtsAC16NSNT_2330
OtsAC20NSNT_1203	OtsAC16NSNT_2901	OtsAC16NSNT_2330
AC20NSNT_0370	OtsAC16NSNT_2902	OtsAC16NSNT_2412
OtsAC20NSNT_0407	OtsAC16NSNT_2902	OtsAC16NSNT_2412
AC20NSNT_0140	OtsAC16NSNT_2902	OtsAC16NSNT_2467
AC20NSNT_0187	OtsAC16NSNT_2902	OtsAC16NSNT_2833
AC20NSNT_0254	OtsAC16NSNT_2904	OtsAC16NSNT_1819
OtsAC20NSNT_1070	OtsAC16NSNT_2904	OtsAC16NSNT_1819
OtsAC20NSNT_1146	OtsAC16NSNT_2907	OtsAC16NSNT_2513
OtsAC20NSNT_1239	OtsAC16NSNT_2907	OtsAC16NSNT_2513
OtsAC20NSNT_1162	OtsAC16NSNT_2907	OtsAC16NSNT_2621
AC20NSNT_0074	OtsAC16NSNT_2910	OtsAC16NSNT_2481
AC20NSNT_0268	OtsAC16NSNT_2910	OtsAC16NSNT_2481
AC20NSNT_0125	OtsAC16NSNT_2910	OtsAC16NSNT_2847
OtsAC20NSNT_0947	OtsAC16NSNT_2910	OtsAC16NSNT_2847
OtsAC20NSNT_0802	OtsAC16NSNT_1003	OtsAC16NSNT_1478
OtsAC20NSNT_1078	OtsAC16NSNT_1009	OtsAC16NSNT_1524
OtsAC20NSNT_0963	OtsAC16NSNT_1009	OtsAC16NSNT_1604
OtsAC19NSNT_0764	OtsAC16NSNT_1031	OtsAC16NSNT_1682
OtsAC20NSNT_1024	OtsAC16NSNT_1031	OtsAC16NSNT_1682
OtsAC20NSNT_1604	OtsAC16NSNT_1031	OtsAC16NSNT_1682
OtsAC20NSNT_0493	OtsAC16NSNT_1035	OtsAC16NSNT_1494
OtsAC20NSNT_0501	OtsAC16NSNT_1040	OtsAC16NSNT_1050
AC20NSNT_0344	OtsAC16NSNT_1040	OtsAC16NSNT_1619
OtsAC20NSNT_1068	OtsAC16NSNT_1140	OtsAC16NSNT_1472
OtsAC20NSNT_0821	OtsAC16NSNT_1155	OtsAC16NSNT_1149
OtsAC20NSNT_0622	OtsAC16NSNT_1155	OtsAC16NSNT_1698
AC20NSNT_0121	OtsAC16NSNT_1171	OtsAC16NSNT_1464
OtsAC20NSNT_1372	OtsAC16NSNT_1171	OtsAC16NSNT_1464
OtsAC20NSNT_1470	OtsAC16NSNT_1175	OtsAC16NSNT_1425
AC20NSNT_0152	OtsAC16NSNT_1175	OtsAC16NSNT_1462
OtsAC20NSNT_0490	OtsAC16NSNT_1182	OtsAC16NSNT_1521
OtsAC20NSNT_1016	OtsAC16NSNT_1182	OtsAC16NSNT_1566
OtsAC20NSNT_1257	OtsAC16NSNT_1183	OtsAC16NSNT_1690
OtsAC20NSNT_1370	OtsAC16NSNT_1183	OtsAC16NSNT_1690
OtsAC20NSNT_1351	OtsAC16NSNT_1185	OtsAC16NSNT_1418
OtsAC19NSNT_0447	OtsAC16NSNT_1186	OtsAC16NSNT_1141
AC20NSNT_0262	OtsAC16NSNT_1221	OtsAC16NSNT_1653
AC20NSNT_0284	OtsAC16NSNT_1221	OtsAC16NSNT_1653
OtsAC20NSNT_0652	OtsAC16NSNT_1221	OtsAC16NSNT_1653
OtsAC20NSNT_0996	OtsAC16NSNT_1225	OtsAC16NSNT_1007
OtsAC20NSNT_0750	OtsAC16NSNT_1241	OtsAC16NSNT_1529
OtsAC19NSNT_0686	OtsAC16NSNT_1242	OtsAC16NSNT_1583
AC20NSNT_0104	OtsAC16NSNT_1391	OtsAC16NSNT_1223
OtsAC20NSNT_1510	OtsAC16NSNT_1415	OtsAC16NSNT_1253
OtsAC19NSNT_0567	OtsAC16NSNT_1424	OtsAC16NSNT_1416
OtsAC20NSNT_0580	OtsAC16NSNT_1424	OtsAC16NSNT_1413
OtsAC20NSNT_0606	OtsAC16NSNT_1424	OtsAC16NSNT_1413
OtsAC20NSNT_1190	OtsAC16NSNT_1435	OtsAC16NSNT_1464
OtsAC20NSNT_1566	OtsAC16NSNT_1449	OtsAC16NSNT_1464
OtsAC20NSNT_0428	OtsAC16NSNT_1455	OtsAC16NSNT_1627
OtsAC20NSNT_1375	OtsAC16NSNT_1457	OtsAC16NSNT_1652
OtsAC20NSNT_0634	OtsAC16NSNT_1470	OtsAC16NSNT_1583
OtsAC20NSNT_1410	OtsAC16NSNT_1470	OtsAC16NSNT_1583
OtsAC19NSNT_0604	OtsAC16NSNT_1470	OtsAC16NSNT_1656
OtsAC20NSNT_0741	OtsAC16NSNT_1470	OtsAC16NSNT_1656
OtsAC20NSNT_1575	OtsAC16NSNT_1480	OtsAC16NSNT_1464
OtsAC20NSNT_0478	OtsAC16NSNT_1497	OtsAC16NSNT_1637
OtsAC20NSNT_1222	OtsAC16NSNT_1497	OtsAC16NSNT_1637
AC20NSNT_0035	OtsAC16NSNT_1505	OtsAC16NSNT_1611
OtsAC20NSNT_1302	OtsAC16NSNT_1505	OtsAC16NSNT_1611
OtsAC20NSNT_1355	OtsAC16NSNT_1508	OtsAC16NSNT_1583
AC20NSNT_0229	OtsAC16NSNT_1510	OtsAC16NSNT_1538
OtsAC20NSNT_0556	OtsAC16NSNT_1510	OtsAC16NSNT_1656
AC20NSNT_0068	OtsAC16NSNT_1514	OtsAC16NSNT_1516
OtsAC20NSNT_1111	OtsAC16NSNT_1515	OtsAC16NSNT_1261
OtsAC20NSNT_0766	OtsAC16NSNT_1523	OtsAC16NSNT_1528
AC20NSNT_0071	OtsAC16NSNT_1523	OtsAC16NSNT_1413
OtsAC20NSNT_1181	OtsAC16NSNT_1533	OtsAC16NSNT_1696
OtsAC20NSNT_1287	OtsAC16NSNT_1559	OtsAC16NSNT_1604
OtsAC20NSNT_0578	OtsAC16NSNT_1563	OtsAC16NSNT_1413
OtsAC20NSNT_0377	OtsAC16NSNT_1565	OtsAC16NSNT_1413
OtsAC20NSNT_0457	OtsAC16NSNT_1565	OtsAC16NSNT_1413
OtsAC20NSNT_1503	OtsAC16NSNT_1591	OtsAC16NSNT_1636
AC20NSNT_0096	OtsAC16NSNT_1599	OtsAC16NSNT_1521
OtsAC20NSNT_1196	OtsAC16NSNT_1602	OtsAC16NSNT_1413
OtsAC20NSNT_0704	OtsAC16NSNT_1603	OtsAC16NSNT_1434
OtsAC20NSNT_1250	OtsAC16NSNT_1603	OtsAC16NSNT_1434
OtsAC20NSNT_0921	OtsAC16NSNT_1608	OtsAC16NSNT_1234
OtsAC20NSNT_1184	OtsAC16NSNT_1608	OtsAC16NSNT_1234
OtsAC20NSNT_1254	OtsAC16NSNT_1609	OtsAC16NSNT_1578
OtsAC20NSNT_1523	OtsAC16NSNT_1643	OtsAC16NSNT_1464
AC20NSNT_0151	OtsAC16NSNT_1644	OtsAC16NSNT_1397
OtsAC20NSNT_0519	OtsAC16NSNT_1022	OtsAC16NSNT_1421
OtsAC20NSNT_0698	OtsAC16NSNT_1525	OtsAC16NSNT_1413
OtsAC20NSNT_1545	AC17NSNT_1037	OtsAC17NSNT_2105
OtsAC20NSNT_0441	AC17NSNT_1164	AC17NSNT_1249
OtsAC20NSNT_0820	AC17NSNT_1467	AC17NSNT_1698
AC20NSNT_0267	OtsAC17NSNT_1797	AC17NSNT_1062
OtsAC20NSNT_1580	OtsAC17NSNT_2424	OtsAC17NSNT_2557
OtsAC20NSNT_1588	OtsAC17NSNT_2551	OtsAC17NSNT_2528
OtsAC20NSNT_0981	OtsAC17NSNT_2650	OtsAC17NSNT_2646
OtsAC20NSNT_1290	OtsAC17NSNT_2841	OtsAC17NSNT_2956
OtsAC20NSNT_0992	OtsAC17NSNT_2903	OtsAC17NSNT_2872
OtsAC20NSNT_0665	OtsAC17NSNT_2927	OtsAC17NSNT_2881
OtsAC20NSNT_0777	OtsAC17NSNT_2994	OtsAC17NSNT_3152
OtsAC20NSNT_0849	OtsAC17NSNT_3116	OtsAC17NSNT_2744
OtsAC20NSNT_0805	OtsAC17NSNT_3165	OtsAC17NSNT_3094
NS_OP_14_0287	NS-OP_11_0035	none
NS_OP_14_0562	NS-OP_11_0035	none
NS_OP_14_0035	NS-OP_11_0035	none
NS_OP_14_0516	NS-OP_11_0036	none
NS_OP_14_0765	NS-OP_11_0039	none
NS_OP_14_0646	NS-OP_11_0039	none
OtsAC16NSNT_1136	NS-OP_11_0039	none
NS_15_OP_AD_108	NS-OP_11_0060	none
NS_OP_14_0758	NS-OP_11_0077	none
NS_OP_14_0573	NS-OP_11_0099	none
OtsAC16NSNT_1519	NS-OP_11_0100	none
OtsAC16NSNT_1521	NS-OP_11_0100	none
NS_15_OP_AD_162	NS-OP_11_0107	none
OtsAC16NSNT_1381	NS-OP_11_0107	none
OtsAC16NSNT_1628	NS-OP_11_0112	none
NS_OP_14_0558	NS-OP_11_0121	none
NS_OP_14_0259	NS-OP_11_0121	none
NS_15_OP_AD_250	NS-OP_11_0124	none
NS_OP_14_0567	NS-OP_11_0131	none
OtsAC16NSNT_1533	NS-OP_11_0131	none
NS_15_OP_AD_113	NS-OP_11_0132	none
NS_15_OP_AD_278	NS-OP_11_0132	none
NS_15_OP_AD_357	NS-OP_11_0132	none
OtsAC16NSNT_1252	NS-OP_11_0134	none
NS_OP_14_0704	NS-OP_11_0139	none
NS_15_OP_AD_627	NSant_11_SS_0267	none
NS_15_OP_AD_595	NSant_11_SS_0653	none
NS_15_OP_AD_632	NSant_11_SS_0694	none
NS_15_OP_AD_575	NSant_11_SS_0739	none
NS_15_OP_AD_636	NSant_11_SS_0756	none
NS_15_OP_AD_124	NSant_11_SS_0126	none
NS_15_OP_BD_024	NSant_11_SS_0145	none
NS_15_OP_AD_499	NSant_11_SS_0167	none
NS_15_OP_AD_663	NSant_11_SS_0276	none
NS_OP_14_0399	NSant_11_SS_0631	none
NS_15_OP_BD_004	NSant_11_SS_0631	none
NS_15_OP_BD_080	NSant_11_SS_0647	none
NS_15_C_AD_141	NSant_11_SS_0689	none
NS_15_OP_AD_615	NSant_11_SS_0711	none
OtsAC16NSNT_1455	NSant_11_SS_0712	none
NS_15_OP_BD_143	NSant_11_SS_0752	none
OtsAC16NSNT_1638	NSant_11_SS_0761	NSant_11_SS_0767
NS_15_OP_AD_550	NSant_11_SS_0769	none
OtsAC16NSNT_1024	NS-OP_12_0003	none
OtsAC16NSNT_1417	NS-OP_12_0018	none
OtsAC17NSNT_2687	NS-OP_12_0018	none
OtsAC16NSNT_1187	NS-OP_12_0028	none
OtsAC17NSNT_2885	NS-OP_12_0033	none
OtsAC17NSNT_2848	NS-OP_12_0041	none
OtsAC16NSNT_1543	NS-OP_12_0047	none
OtsAC17NSNT_3173	NS-OP_12_0095	none
OtsAC17NSNT_3059	NS-OP_12_0101	none
OtsAC16NSNT_1222	NS-OP_12_0109	none
OtsAC17NSNT_2922	NS-OP_12_0152	none
OtsAC17NSNT_2958	NS-OP_12_0152	none
NS_15_C_BD_002	NS-OP_12_0175	none
NS_15_OP_AD_386	NS-OP_12_0175	none
OtsAC16NSNT_1571	NS-OP_12_0176	none
OtsAC16NSNT_1034	NS-OP_12_0190	none
OtsAC16NSNT_1437	NS-OP_12_0190	none
OtsAC16NSNT_1411	NS-OP_12_0203	none
OtsAC16NSNT_1450	NS-OP_12_0207	none
OtsAC17NSNT_2750	NS-OP_12_0210	none
OtsAC16NSNT_1412	NS-OP_12_0238	none
NS_15_OP_BD_136	NS-OP_12_0245	none
OtsAC16NSNT_1394	NS-SS_12_0045	none
NS_15_OP_AD_528	NS-SS_12_0081	none
NS_15_OP_AD_109	NS-SS_12_0081	none
OtsCC16NSNT_2093	NS-SS_12_0091	none
OtsAC16NSNT_1038	NS-SS_12_0097	none
OtsAC16NSNT_1052	NS-SS_12_0097	none
OtsAC17NSNT_2880	NS-SS_12_0145	none
OtsAC16NSNT_1516	NS-SS_12_0158	none
OtsAC16NSNT_1184	NS-OP_13_0260	none
OtsAC17NSNT_2798	NS-OP_13_0306	none
OtsAC16NSNT_1029	NS-OP_13_0316	none
OtsAC17NSNT_3019	NS-OP_13_0427	none
OtsAC17NSNT_2736	NS-OP_13_0427	none
OtsAC17NSNT_2916	NS-OP_13_0437	none
OtsAC17NSNT_2688	NS-OP_13_0446	none
OtsAC16NSNT_1503	NS-OP_13_0669	none
OtsAC17NSNT_2809	NS-OP_13_0730	none
OtsAC17NSNT_2960	NS-OP_13_0730	none
OtsAC16NSNT_1623	NS-OP_13_0964	none
OtsAC17NSNT_3040	NS-OP_13_0966	none
OtsAC17NSNT_2882	NS-OP_13_0966	none
OtsAC17NSNT_3103	NS-OP_13_1016	none
OtsAC18NSNT_0245	NS-OP_13_1107	none
OtsAC16NSNT_1017	NS-OP_13_1171	none
OtsAC17NSNT_3152	NS_Out_13_0073	none
OtsAC17NSNT_3024	NS_Out_13_1232	none
OtsAC16NSNT_1688	NS_Out_13_1310	none
OtsAC17NSNT_2893	NS_Out_13_1431	none
OtsAC16NSNT_1156	NS_Out_13_1444	none
OtsAC17NSNT_3051	NS_Out_13_1524	none
OtsAC17NSNT_2815	NS_Out_13_1533	none
OtsAC16NSNT_1546	NS_Out_13_1536	none
OtsAC17NSNT_3161	NS_Out_13_1564	none
OtsAC18NSNT_0164	NS_Out_13_1621	none
OtsAC17NSNT_2758	NS_Out_13_1690	none
OtsAC19NSNT_0093	OtsAC14NSNT_1068	none
OtsAC18NSNT_0039	OtsAC14NSNT_1109	none
OtsAC17NSNT_3175	OtsAC14NSNT_1279	none
OtsAC18NSNT_0024	OtsAC14NSNT_1773	none
OtsAC17NSNT_3006	OtsAC14NSNT_1846	none
OtsAC17NSNT_3131	OtsAC14NSNT_1846	none
OtsAC17NSNT_3139	NS_SS_14_0189	none
OtsAC18NSNT_0129	NS_OP_14_0038	none
OtsAC18NSNT_0132	NS_OP_14_0040	none
OtsAC19NSNT_0502	NS_OP_14_0040	none
OtsAC19NSNT_0647	NS_OP_14_0105	none
OtsAC18NSNT_0141	NS_OP_14_0123	none
OtsAC18NSNT_0228	NS_OP_14_0136	none
OtsAC18NSNT_0117	NS_OP_14_0187	none
OtsAC17NSNT_2918	NS_OP_14_0257	none
OtsAC18NSNT_0192	NS_OP_14_0607	none
OtsAC19NSNT_0456	OtsAC15NSNT_1024	none
OtsAC19NSNT_0193	OtsAC15NSNT_1086	none
OtsAC19NSNT_0562	OtsAC15NSNT_1124	none
OtsAC20NSNT_1313	OtsAC15NSNT_1293	none
AC20NSNT_0335	OtsAC15NSNT_1488	none
OtsAC20NSNT_0760	OtsAC15NSNT_1514	none
OtsAC19NSNT_0369	OtsAC15NSNT_1600	none
OtsAC20NSNT_1541	OtsAC15NSNT_1986	NS_15_OP_AD_550
OtsAC19NSNT_0061	OtsAC15NSNT_1649	none
OtsAC19NSNT_0367	OtsAC15NSNT_1649	none
OtsAC20NSNT_1026	OtsAC15NSNT_1649	none
OtsAC19NSNT_0247	OtsAC15NSNT_1664	none
OtsAC19NSNT_0497	OtsAC15NSNT_1664	none
OtsAC20NSNT_0955	OtsAC15NSNT_1664	none
OtsAC19NSNT_0137	OtsAC15NSNT_1675	none
OtsAC19NSNT_0039	OtsAC15NSNT_1675	none
AC20NSNT_0018	OtsAC15NSNT_1675	none
OtsAC20NSNT_0692	OtsAC15NSNT_1688	none
OtsAC20NSNT_0824	OtsAC15NSNT_1688	OtsAC15NSNT_1275
AC20NSNT_0211	OtsAC15NSNT_1691	OtsAC15NSNT_1354
OtsAC19NSNT_0260	OtsAC15NSNT_1716	none
OtsAC19NSNT_0345	OtsAC15NSNT_1743	none
OtsAC19NSNT_0356	OtsAC15NSNT_1750	none
OtsAC19NSNT_0805	OtsAC15NSNT_1767	none
AC20NSNT_0292	OtsAC15NSNT_1924	OtsAC15NSNT_1804
OtsAC19NSNT_0240	OtsAC15NSNT_1789	none
OtsAC19NSNT_0358	OtsAC15NSNT_1880	none
OtsAC19NSNT_0475	OtsAC15NSNT_1880	none
AC20NSNT_0222	OtsAC15NSNT_1880	none
AC20NSNT_0307	OtsAC15NSNT_1880	none
AC20NSNT_0367	OtsAC15NSNT_1880	none
OtsAC20NSNT_0419	OtsAC15NSNT_1880	none
OtsAC20NSNT_0420	OtsAC15NSNT_1880	none
OtsAC20NSNT_0546	OtsAC15NSNT_1880	none
AC20NSNT_0066	OtsAC15NSNT_1897	none
OtsAC19NSNT_0364	OtsAC15NSNT_1916	none
OtsAC20NSNT_0553	OtsAC15NSNT_1934	none
OtsAC19NSNT_0492	OtsAC15NSNT_2027	none
OtsAC19NSNT_0221	OtsAC15NSNT_2031	none
OtsAC19NSNT_0671	OtsAC15NSNT_2048	none
OtsAC19NSNT_0540	OtsAC15NSNT_2051	none
OtsAC19NSNT_0259	NS_15_C_BD_238	none
OtsAC19NSNT_0171	NS_15_OP_AD_112	none
OtsAC20NSNT_1423	NS_15_OP_AD_119	none
OtsAC18NSNT_0210	NS_15_OP_AD_156	none
OtsAC19NSNT_0450	NS_15_OP_AD_156	none
AC20NSNT_0245	NS_15_OP_AD_163	none
OtsAC19NSNT_0118	NS_15_OP_AD_269	none
OtsAC19NSNT_0070	NS_15_OP_AD_269	none
OtsAC19NSNT_0522	NS_15_OP_AD_269	none
AC20NSNT_0114	NS_15_OP_AD_269	none
OtsAC20NSNT_0472	NS_15_OP_AD_306	none
OtsAC18NSNT_0239	NS_15_OP_AD_341	none
OtsAC19NSNT_0287	NS_15_OP_AD_341	none
OtsAC19NSNT_0303	NS_15_OP_AD_341	none
OtsAC19NSNT_0672	NS_15_OP_AD_341	none
OtsAC19NSNT_0261	NS_15_OP_AD_373	none
OtsAC19NSNT_0425	NS_15_OP_AD_373	none
OtsAC19NSNT_0683	NS_15_OP_AD_377	none
AC20NSNT_0013	NS_15_OP_AD_377	none
OtsAC19NSNT_0336	NS_15_OP_AD_387	none
OtsAC19NSNT_0199	NS_15_OP_AD_410	none
OtsAC19NSNT_0313	NS_15_OP_AD_410	none
OtsAC19NSNT_0528	NS_15_OP_AD_410	none
OtsAC19NSNT_0639	NS_15_OP_AD_442	none
OtsAC20NSNT_1492	NS_15_OP_AD_451	none
OtsAC20NSNT_0588	NS_15_OP_AD_452	none
OtsAC20NSNT_0555	NS_15_OP_AD_497	none
OtsAC18NSNT_0001	NS_15_OP_AD_506	none
OtsAC18NSNT_0062	NS_15_OP_AD_506	none
OtsAC18NSNT_0250	NS_15_OP_AD_506	none
OtsAC19NSNT_0493	NS_15_OP_AD_506	none
OtsAC19NSNT_0488	NS_15_OP_AD_513	none
OtsAC19NSNT_0255	NS_15_OP_AD_513	none
OtsAC19NSNT_0383	NS_15_OP_AD_513	none
AC20NSNT_0290	NS_15_OP_AD_513	none
OtsAC20NSNT_0514	NS_15_OP_AD_513	none
OtsAC19NSNT_0420	NS_15_OP_AD_520	none
OtsAC19NSNT_0458	NS_15_OP_AD_520	none
OtsAC19NSNT_0148	NS_15_OP_AD_528	none
OtsAC19NSNT_0635	NS_15_OP_AD_530	none
OtsAC19NSNT_0355	NS_15_OP_AD_530	OtsAC15NSNT_1849
OtsAC20NSNT_0988	NS_15_OP_AD_530	none
